Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
2592	-98.50949	-124.5676	26.0581	0.00281937	0.00656586	0.00998331	0.00253002	0.00710162	0.00102856	0.0163474	0.0213791	0.000999026	0.000635981	0.00181953	0.0015712	0.0141588	0.00217644	0.0164743	0.033656	0.00233698	0.00711355	0.00767808	0.000505279	0.00513484	0.00261229	0.0256225	0.00414875	0.00572825	0.0025036	0.00421822	0.00407531	0.0130008	0.07428503	1.925715	0.0557466	0.24464	0.644513	1.55156	4.08764	17.9383	2.087455	25.92333	0.0125907	0.0293217	0.0445833	0.0112985	0.0317143	0.00459332	0.0730041	0.0954742	0.00446143	0.00284015	0.00812561	0.00701662	0.0632302	0.00971949	0.0735707	0.1503	0.0104365	0.0317675	0.0342886	0.00225647	0.0229311	0.0116659	0.114424	0.0185274	0.0255811	0.0111805	0.0188376	0.0181994	0.0580587	0.962857	0.0371425	0.223925
2628	-85.69638	-116.1337	30.4373	0.00529429	0.0100508	0.00030819	0.0126823	0.00803385	0.0176102	0.0905771	0.0530457	0.0127944	0.0312512	0.0609518	0.00433135	0.14996	0.00617512	0.0364225	0.285432	0.00377219	0.0572661	0.0114985	0.0362014	0.0510998	0.0353133	0.0122107	0.0248771	0.00957294	0.043564	0.0459544	0.0428005	0.0113844	0.3279714	1.672029	0.885199	0.942262	0.981617	1.01873	1.06128	1.12969	0.088173	5.098093	0.00452335	0.00858727	0.000263312	0.0108356	0.00686397	0.0150459	0.0773874	0.0453213	0.0109313	0.0267004	0.0520761	0.00370063	0.128123	0.00527591	0.0311188	0.243868	0.00322289	0.0489271	0.00982409	0.0309299	0.0436588	0.0301711	0.0104326	0.0212545	0.00817895	0.0372203	0.0392627	0.036568	0.00972659	0.836014	0.163986	1.170436
2664	-104.9623	-134.799	29.83669	0.00145014	0.150086	0.0416992	0.0047363	0.0200301	0.112888	0.0609711	0.0646571	0.0184221	0.0288246	0.0347874	0.157952	0.0255595	0.0543578	0.0871486	0.133766	0.00969264	0.0152705	0.0150635	0.0194743	0.0998397	0.197194	0.0317466	0.00638713	0.0784154	0.198654	0.0804111	0.073083	0.0522751	0.4334904	1.56651	0.737067	0.861753	0.954642	1.04751	1.16043	1.35673	0.2205909	3.613712	0.000773475	0.0800523	0.0222414	0.00252624	0.0106836	0.060212	0.0325207	0.0344867	0.00982597	0.0153744	0.0185548	0.0842481	0.0136329	0.0289932	0.0464832	0.0713476	0.00516984	0.00814496	0.00803453	0.0103872	0.0532523	0.105179	0.0169329	0.00340676	0.0418251	0.105958	0.0428895	0.0389809	0.0278824	0.783255	0.216745	1.874842
2700	-92.20996	-122.3698	30.15981	0.0287555	0.00183281	0.00586992	0.0130702	0.0214416	0.00313281	0.0379783	0.109141	0.0228003	0.000832086	0.0264234	0.012379	0.117542	0.00562253	0.0116106	0.0876635	0.0166823	0.0282247	0.0110399	0.00149278	0.0186175	0.00910161	0.00996158	0.0411334	0.0333297	0.0322898	0.014126	0.00741279	0.0225996	0.2694463	1.730554	0.552963	0.749052	0.913798	1.09433	1.33502	1.80844	0.4283928	6.422629	0.0382332	0.00243689	0.00780463	0.0173781	0.0285087	0.00416537	0.0504958	0.145114	0.0303151	0.00110634	0.0351325	0.0164591	0.156284	0.0074757	0.0154374	0.116557	0.0221808	0.0375274	0.0146786	0.00198479	0.0247537	0.0121015	0.0132449	0.0546908	0.044315	0.0429324	0.0187819	0.00985602	0.0300484	0.865277	0.134723	0.7521078
2736	-92.91842	-124.4345	31.51613	0.0115152	0.0444182	0.0494339	0.00850198	0.117943	0.000684191	0.0475394	0.0878989	0.0179124	0.0680302	0.0505066	0.0825159	0.129412	0.0421718	0.0271169	0.129443	0.0992191	0.0839294	0.0334052	0.0185168	0.115796	0.00933682	0.0378141	0.109689	0.0255434	0.0564659	0.0238435	0.0312927	0.0500814	0.9151483	1.084852	0.721628	0.852902	0.951572	1.05089	1.17247	1.38575	0.2358975	1.185438	0.00715241	0.0275893	0.0307047	0.00528081	0.0732573	0.00042497	0.029528	0.0545964	0.0111259	0.0422554	0.031371	0.0512529	0.0803815	0.026194	0.016843	0.0804008	0.0616277	0.0521308	0.0207488	0.0115013	0.0719241	0.00579935	0.0234874	0.0681305	0.0158657	0.0350725	0.0148099	0.0194368	0.0311069	0.542426	0.457574	1.609977
2772	-92.21761	-123.0286	30.81099	0.00521718	0.00343421	0.0238834	0.00292239	0.00372716	0.00332189	0.0750338	0.0290887	0.0108398	0.0152061	0.0400806	0.00445294	0.023223	0.0824021	0.0403788	0.0475446	0.0322227	0.0621227	0.00120845	0.00367717	0.0673885	0.000398712	0.0361591	0.0759039	0.00464853	0.0562947	0.012537	0.0202636	0.0258031	0.3336712	1.666329	0.874787	0.936841	0.979851	1.02056	1.06742	1.14313	0.09672806	4.993924	0.00644585	0.00424299	0.029508	0.00361063	0.00460493	0.00410422	0.0927047	0.0359393	0.0133926	0.0187872	0.0495198	0.00550163	0.0286921	0.101808	0.0498883	0.0587417	0.0398113	0.076753	0.00149304	0.00454316	0.0832589	0.000492611	0.0446748	0.0937797	0.00574329	0.0695525	0.0154895	0.0250357	0.0318799	0.833164	0.166836	0.8093848
2808	-85.79676	-115.6402	29.84343	0.009996	0.00589073	0.0109546	0.00474863	0.0210865	0.00716547	0.0642782	0.017644	0.0127447	0.0420075	0.00211893	0.00463439	0.0575633	0.0247816	0.0257469	0.160136	0.0158193	0.0258604	0.00962131	0.0010024	0.0151114	0.00199178	0.0518826	0.0593955	0.00179588	0.0261292	0.00163283	0.0179792	0.00566225	0.232247	1.767753	0.486037	0.703377	0.896036	1.11603	1.42171	2.05745	0.5216722	7.611523	0.0141711	0.00835113	0.01553	0.006732	0.0298938	0.0101583	0.0911254	0.0250135	0.0180678	0.0595529	0.00300394	0.00657004	0.0816058	0.0351322	0.0365007	0.22702	0.0224265	0.0366616	0.0136399	0.00142107	0.021423	0.00282369	0.0735526	0.0842034	0.00254598	0.0370427	0.00231482	0.0254886	0.00802721	0.883877	0.116123	0.7053817
2844	-95.54703	-126.1855	30.63849	0.00498396	0.108614	0.00691324	0.0166409	0.00394346	0.0390128	0.0252334	0.00734598	0.0230165	0.0532564	0.0339079	0.0135816	0.0556029	0.0185405	0.0396188	0.198784	0.00674929	0.0602522	0.0228037	0.0674797	0.0345504	0.0133285	0.0042167	0.0556479	0.0410122	0.00381696	0.0238221	0.00600167	0.0585432	0.3497506	1.650249	0.83503	0.915828	0.972941	1.02781	1.09191	1.19756	0.1303607	4.718361	0.00475922	0.103716	0.00660151	0.0158906	0.00376565	0.0372537	0.0240956	0.00701474	0.0219787	0.050855	0.0323789	0.0129692	0.0530957	0.0177045	0.0378324	0.18982	0.00644495	0.0575354	0.0217755	0.064437	0.0329925	0.0127275	0.00402656	0.0531387	0.0391629	0.00364485	0.0227479	0.00573105	0.0559034	0.825125	0.174875	1.04722
2880	-96.09644	-126.0262	29.92973	0.000473371	0.00497905	0.025243	0.0102272	0.00174375	0.00674349	0.0512384	0.0559041	0.0316348	0.0389576	0.027484	0.0351879	0.0290351	0.0650399	0.033607	0.09134	0.0100698	0.0193155	0.0396355	0.0772121	0.0737754	0.0042777	0.00334345	0.00423238	0.0232061	0.0403355	0.023712	0.0405414	0.0636467	0.2353191	1.764681	0.676118	0.826231	0.942187	1.06136	1.21032	1.47903	0.2830004	7.499097	0.000507832	0.00534151	0.0270806	0.0109717	0.00187069	0.0072344	0.0549684	0.0599738	0.0339377	0.0417936	0.0294848	0.0377495	0.0311488	0.0697747	0.0360535	0.0979894	0.0108029	0.0207217	0.0425208	0.0828329	0.079146	0.0045891	0.00358685	0.00454048	0.0248955	0.0432718	0.0254382	0.0434927	0.06828	0.88234	0.11766	0.9321424
2916	-94.3501	-124.0896	29.73949	0.000820732	0.0303919	0.0265862	0.0126024	0.0464672	0.00318228	0.0303073	0.0392675	0.0316168	0.074599	0.0169179	0.00867418	0.0204101	0.0270895	0.0182	0.183577	0.0109454	0.0349998	0.0213632	0.0103584	0.00474394	0.000163266	0.0127779	0.0566581	0.0166282	0.0649722	0.0233603	0.0259223	0.00261983	0.2886289	1.711371	0.293491	0.549978	0.829836	1.20506	1.81826	3.40725	0.8864151	5.929312	0.00095855	0.0354953	0.0310506	0.0147186	0.05427	0.00371665	0.0353965	0.0458614	0.0369259	0.0871257	0.0197587	0.0101308	0.0238374	0.0316384	0.0212562	0.214403	0.0127834	0.040877	0.0249505	0.0120977	0.00554055	0.000190682	0.0149236	0.0661722	0.0194204	0.0758824	0.027283	0.0302752	0.00305975	0.855686	0.144314	0.8562226
2952	-92.21071	-120.1045	27.89377	0.00456725	0.00635888	0.000506249	0.00309896	0.0209863	0.00790153	0.0143754	0.0148976	0.00340273	0.019249	0.0293857	0.00200806	0.0505659	0.0261505	0.0314315	0.0613196	0.0200579	0.0151008	0.0048534	0.0123059	0.000388718	0.00476746	0.00640599	0.0175775	0.0141602	0.017404	0.00711978	0.0172826	0.00570655	0.1023801	1.89762	0.221673	0.479626	0.795147	1.25763	2.08496	4.51114	1.089339	18.53505	0.0103958	0.0144738	0.00115231	0.00705373	0.0477683	0.0179852	0.0327208	0.0339093	0.00774516	0.0438139	0.0668867	0.00457068	0.115096	0.0595228	0.0715431	0.139573	0.0456551	0.0343719	0.0110471	0.0280102	0.000884785	0.0108515	0.0145811	0.0400091	0.0322309	0.0396143	0.0162058	0.039338	0.012989	0.94881	0.05119	0.4393359
2988	-90.85551	-121.1658	30.31025	0.00469396	0.00160864	3.74592e-05	0.00118652	0.000160569	0.00606018	0.0232049	0.00577554	0.00141702	0.00874003	0.0130792	0.00854749	0.0110189	0.00516474	0.0127117	0.0356653	0.00768207	0.0129917	0.000665278	0.00491216	0.0208472	0.00376935	0.00514644	0.0135088	0.00659578	0.0202356	0.0015564	0.0264202	0.00810021	0.5491473	1.450853	0.139751	0.38299	0.741245	1.34908	2.61104	7.1556	1.422924	2.64201	0.0172888	0.00592495	0.00013797	0.0043702	0.000591407	0.0223208	0.0854682	0.0212724	0.00521916	0.0321913	0.0481731	0.0314821	0.0405848	0.0190228	0.0468198	0.131362	0.0282946	0.0478511	0.00245035	0.0180924	0.0767841	0.0138833	0.0189554	0.0497556	0.0242936	0.0745317	0.00573252	0.0973107	0.0298347	0.725426	0.274574	0.2715034
3024	-95.74392	-128.7395	32.99561	0.0290087	0.0619587	0.000294995	0.0733883	0.0120372	0.028239	0.0459796	0.0530222	0.0236887	0.0155491	0.0560692	0.0057032	0.0424725	0.0582753	0.0236737	0.0627935	0.0436237	0.0311801	0.034055	0.0576411	0.0138982	0.00739763	0.00939424	0.0142835	0.044588	0.0137984	0.00480099	0.019538	0.00492463	1.180974	0.8190258	0.840708	0.91886	0.973945	1.02675	1.08831	1.18947	0.1254604	0.6935171	0.0325473	0.0695168	0.00033098	0.0823406	0.0135056	0.0316838	0.0515884	0.0594902	0.0265783	0.0174459	0.0629088	0.00639891	0.0476535	0.065384	0.0265616	0.0704533	0.0489452	0.0349836	0.0382092	0.0646725	0.0155935	0.00830003	0.0105402	0.0160258	0.0500271	0.0154816	0.00538664	0.0219214	0.00552536	0.409513	0.590487	0.8912773
3060	-88.67303	-120.1676	31.49458	0.0223041	0.0114761	0.000167887	0.0216222	0.00290766	0.00398076	0.0490234	0.0400505	0.00187613	0.0333516	0.0137398	0.0107701	0.0643567	0.0482224	0.00446021	0.0373166	0.0479822	0.00342555	0.0383803	0.083568	0.00738187	0.030331	0.0041541	0.0380332	0.0367513	0.00488791	0.0039046	0.0106617	0.0125491	0.4707856	1.529214	0.903292	0.951606	0.984644	1.0156	1.05085	1.10706	0.07354293	3.248218	0.0324358	0.0166892	0.00024415	0.0314443	0.00422848	0.00578905	0.0712925	0.0582436	0.00272837	0.0485018	0.0199812	0.0156625	0.0935911	0.0701277	0.00648628	0.0542678	0.0697784	0.00498162	0.0558148	0.121529	0.0107351	0.0441091	0.00604112	0.05531	0.0534457	0.00710827	0.00567829	0.0155048	0.0182496	0.764607	0.235393	0.687637
3096	-86.78598	-117.047	30.26103	0.024378	0.00567692	0.000604125	0.00330054	0.00523913	0.0024916	0.0406045	0.0373436	0.0274802	0.00857421	0.0539238	0.00714603	0.0299226	0.0162181	0.0684399	0.0911104	0.0257463	0.00307779	0.00403501	0.0484312	0.0121197	0.0696189	0.00165051	0.0230216	0.0349494	0.0108965	0.00267441	0.00748219	0.00110779	0.2371653	1.762835	0.800968	0.897414	0.966796	1.03434	1.11431	1.24849	0.1604736	7.432937	0.0365343	0.00850775	0.000905376	0.00494637	0.00785165	0.00373405	0.0608522	0.0559652	0.0411833	0.0128498	0.0808131	0.0107094	0.0448436	0.0243053	0.102568	0.136543	0.0385848	0.00461254	0.00604709	0.0725817	0.0181632	0.104335	0.00247354	0.0345015	0.0523771	0.0163301	0.00400802	0.0112132	0.0016602	0.881417	0.118583	0.667265
3132	-85.22113	-115.2686	30.04743	0.00101822	0.0159447	0.00400861	0.00536898	0.00135315	0.0022192	0.0112434	0.0264494	0.000207316	0.00397581	0.0117494	0.0103881	0.0069479	0.0324837	0.03648	0.0548812	0.00216295	0.00105866	0.00918064	0.0365694	0.00146227	0.00529705	0.00464292	0.0182389	0.0184159	0.00457883	0.00137088	0.00881809	0.0114782	0.4455221	1.554478	0.139224	0.382285	0.74082	1.34986	2.61585	7.18267	1.425654	3.489115	0.00292598	0.0458189	0.0115192	0.0154284	0.00388842	0.00637714	0.0323093	0.0760055	0.000595748	0.0114249	0.0337632	0.0298514	0.0199656	0.0933457	0.10483	0.157707	0.00621548	0.00304219	0.0263816	0.105086	0.004202	0.0152217	0.013342	0.0524115	0.0529201	0.0131578	0.00393937	0.0253398	0.0329839	0.777239	0.222761	0.3479936
3168	-90.44895	-121.1974	30.74846	0.0274033	0.00838081	0.0026233	0.0151151	0.00690957	0.0469676	0.0595464	0.0154521	0.00419454	0.0201724	0.013127	0.0909116	0.071715	0.159676	0.0113593	0.0952154	0.0157025	0.00622555	0.0372076	0.0793414	0.00716643	0.0220765	0.0325666	0.0849692	0.0736825	0.0453844	0.0116092	0.0133804	0.0145475	0.3676609	1.632339	0.92546	0.962925	0.988283	1.01186	1.0385	1.08054	0.05601241	4.439795	0.0250801	0.00767031	0.00240091	0.0138337	0.0063238	0.0429858	0.0544982	0.0141421	0.00383894	0.0184622	0.0120142	0.0832044	0.0656352	0.146139	0.0103963	0.0871434	0.0143713	0.00569777	0.0340533	0.0726151	0.00655888	0.0202049	0.0298058	0.0777658	0.0674359	0.0415369	0.010625	0.0122461	0.0133142	0.81617	0.18383	1.092629
3204	-97.65267	-127.2334	29.58068	0.0249119	0.0115386	0.0345278	0.0130439	0.00956789	0.0274673	0.102612	0.00595926	0.0541628	0.0361586	0.0367081	0.0147694	0.128475	0.030493	0.121939	0.177763	0.0808119	0.0852858	0.0374202	0.0132333	0.0170614	0.0419975	0.0130248	0.0250102	0.0317907	0.0255478	0.0106605	0.0260065	0.0118759	0.2749961	1.725004	0.464485	0.687988	0.889874	1.12376	1.45351	2.15292	0.5544684	6.27283	0.0199323	0.00923217	0.0276262	0.0104366	0.00765539	0.0219769	0.0821008	0.00476808	0.0433363	0.0289309	0.0293706	0.0118172	0.102795	0.0243978	0.0975652	0.14223	0.0646586	0.0682382	0.0299404	0.0105881	0.013651	0.0336027	0.0104213	0.020011	0.0254362	0.0204411	0.00852961	0.0208082	0.00950206	0.862502	0.137498	1.249824
3240	-92.13434	-122.7806	30.64621	0.0141884	0.0739015	0.0451873	0.00582885	0.0756894	0.0406509	0.136742	0.0434543	0.00667135	0.0618041	0.0289639	0.0163426	0.0173253	0.028881	0.0654123	0.226108	0.0915043	0.0561236	0.0422359	0.0253122	0.0206656	0.0222811	0.118108	0.175838	0.0349769	0.00158811	0.00431846	0.027745	0.0152047	0.4839619	1.516038	0.879233	0.93916	0.980607	1.01978	1.06478	1.13735	0.09306258	3.132556	0.00931574	0.048522	0.0296689	0.00382708	0.0496959	0.0266904	0.0897813	0.0285311	0.00438025	0.0405791	0.019017	0.0107302	0.0113754	0.0189626	0.0429482	0.148457	0.0600795	0.0368495	0.0277311	0.0166194	0.0135686	0.0146292	0.0775468	0.115451	0.022965	0.00104271	0.0028354	0.0182167	0.00998303	0.758019	0.241981	1.523052
3276	-91.32975	-120.5282	29.19849	0.00253068	0.00187402	0.00166181	0.0140731	0.0308053	0.00591128	0.0682408	0.0304594	0.00197853	0.0383155	0.0137805	0.00964017	0.0204804	0.027323	0.0237249	0.0406093	0.0308088	0.00947605	0.00912207	0.00391935	0.0107883	0.00736341	0.0191895	0.0298814	0.0219986	0.00305142	3.64921e-05	0.0115105	0.0012514	0.114852	1.885148	0.998841	0.999435	0.999824	1.00018	1.00057	1.00116	0.0008383843	16.41371	0.0051667	0.00382605	0.00339279	0.028732	0.0628929	0.0120686	0.139322	0.0621866	0.00403942	0.0782258	0.0281346	0.0196816	0.0418133	0.0557833	0.0484374	0.0829089	0.0629	0.0193465	0.0186238	0.00800184	0.0220257	0.0150333	0.0391778	0.0610067	0.0449129	0.00622985	7.45031e-05	0.0235001	0.00255489	0.942574	0.057426	0.489806
3312	-95.1703	-125.7669	30.59663	0.00133491	0.0196117	0.00380391	0.0127341	0.0220178	0.020586	0.054487	0.0522874	0.0241485	0.0405955	0.0465364	0.00610634	0.0153935	0.14091	0.0368015	0.135368	0.0144676	0.060285	0.0590851	0.0223007	0.0396797	0.0026967	0.0603842	0.00138546	0.000517942	0.014536	0.0432559	0.0737187	0.0204479	0.4311662	1.568834	0.482966	0.701205	0.895172	1.1171	1.42612	2.07054	0.526256	3.638583	0.00127683	0.0187585	0.00363843	0.0121801	0.0210599	0.0196904	0.0521165	0.0500126	0.0230979	0.0388294	0.0445118	0.00584068	0.0147238	0.13478	0.0352004	0.129479	0.0138382	0.0576623	0.0565146	0.0213305	0.0379534	0.00257938	0.0577572	0.00132519	0.000495409	0.0139036	0.0413741	0.0705116	0.0195583	0.784417	0.215583	1.045484
3348	-89.9083	-122.1784	32.27012	0.0110515	0.0200539	0.00310738	0.000481368	0.00688944	0.004622	0.0321074	0.0195963	0.0029192	0.015705	0.0186547	0.00453902	0.00175999	0.0215202	0.0147684	0.0579771	0.0356049	0.0154902	0.024405	0.00190907	0.00779618	0.0269938	0.000115405	0.0515643	0.0310345	0.0372006	0.000201606	0.0172226	0.00742509	1.274127	0.7258729	0.182691	0.436453	0.772088	1.29519	2.2912	5.47374	1.229189	0.5697021	0.0224297	0.0407006	0.00630663	0.000976968	0.0139826	0.00938065	0.0651642	0.0397719	0.00592471	0.0318744	0.0378609	0.00921225	0.00357202	0.0436767	0.0299735	0.117668	0.0722624	0.0314384	0.0495316	0.00387458	0.0158229	0.0547858	0.000234223	0.104653	0.0629865	0.0755011	0.000409172	0.0349543	0.0150697	0.362936	0.637064	0.4927162
3384	-91.11464	-122.2456	31.13098	0.00878521	0.0154152	0.0141704	0.0159407	0.0267586	0.0343917	0.0452357	0.0294095	0.00969807	0.0756114	0.0388425	0.0194874	0.0231437	0.0714191	0.0662603	0.123215	0.0198306	0.0201513	0.0520059	0.000815218	0.0426438	0.0148611	0.060663	0.00836038	0.0116959	0.0399559	0.0059056	0.0305167	0.0180907	0.6033947	1.396605	0.397932	0.638007	0.869179	1.15051	1.56738	2.51299	0.6662894	2.31458	0.00931347	0.0163422	0.0150224	0.0168992	0.0283676	0.0364597	0.0479557	0.0311779	0.0102812	0.0801579	0.0411781	0.0206592	0.0245353	0.0757136	0.0702446	0.130624	0.021023	0.021363	0.0551331	0.000864238	0.045208	0.0157548	0.0643107	0.00886309	0.0123991	0.0423584	0.00626071	0.0323517	0.0191785	0.698303	0.301697	0.9432798
3420	-97.56874	-128.1452	30.57645	0.0380994	0.0457297	0.00680653	0.0275242	0.00643171	0.0795373	0.0560527	0.050502	0.0445036	0.0595078	0.0173319	0.0257234	0.0976718	0.054865	0.0141951	0.24125	0.00649554	0.0320114	0.0389066	0.00685455	0.00964958	0.00534848	0.0467915	0.0199157	0.0150837	0.0127883	0.0188792	0.024968	0.129484	0.3562054	1.643795	0.979448	0.989923	0.996845	1.00316	1.01018	1.02098	0.01501527	4.614737	0.0309021	0.0370909	0.00552071	0.0223246	0.00521669	0.0645119	0.0454638	0.0409617	0.0360964	0.0482661	0.0140577	0.020864	0.0792206	0.0445004	0.0115135	0.195676	0.00526846	0.0259641	0.0315568	0.00555966	0.00782667	0.00433809	0.0379521	0.0161535	0.0122343	0.0103724	0.0153127	0.0202513	0.105023	0.821897	0.178103	1.232909
3456	-90.55022	-120.8763	30.32609	0.00504624	0.0384822	0.00492146	0.00262882	0.0594375	0.0151619	0.0769531	0.0352674	0.055808	0.013181	0.00597936	0.011563	0.0285339	0.0253577	0.0868291	0.09835	0.0167673	0.0401915	0.005413	0.0230969	0.00253471	0.0587461	0.0298743	0.0221775	0.0452482	0.0120057	0.0299065	0.0534805	0.015226	0.326117	1.673883	0.535481	0.737408	0.909342	1.0997	1.3561	1.86748	0.4516215	5.132769	0.00549598	0.0419119	0.00536008	0.00286311	0.0647348	0.0165132	0.0838115	0.0384106	0.0607818	0.0143558	0.00651227	0.0125936	0.0310769	0.0276177	0.0945677	0.107115	0.0182617	0.0437736	0.00589543	0.0251554	0.00276062	0.0639818	0.0325368	0.024154	0.0492809	0.0130757	0.0325719	0.0582469	0.016583	0.836942	0.163058	0.9181689
3492	-96.62805	-127.1756	30.54755	0.141771	0.0174619	0.0722709	0.0106559	0.0426179	0.0154085	0.102237	0.13992	0.0932728	0.0297835	0.104992	0.0193148	0.197839	0.0526466	0.0698561	0.260324	0.0112235	0.0571595	0.0623522	0.165298	0.0687189	0.0401047	0.0415016	0.0985781	0.107102	0.204209	0.0273071	0.102819	0.0330537	1.062483	0.9375172	0.627709	0.796831	0.931597	1.07343	1.25497	1.5931	0.3367183	0.8823835	0.0593234	0.00730685	0.0302414	0.00445893	0.0178332	0.00644762	0.0427806	0.0585489	0.0390295	0.0124628	0.0439335	0.00808216	0.0827849	0.0220297	0.0292309	0.108931	0.00469643	0.0239181	0.026091	0.069168	0.0287551	0.0167816	0.0173661	0.0412495	0.0448162	0.0854502	0.0114265	0.0430242	0.0138312	0.468759	0.531241	2.389801
3528	-90.95718	-121.3425	30.38531	0.0227604	0.0385641	0.0586578	0.0721556	0.0337704	0.000505123	0.0714228	0.0793788	0.0293994	0.0233846	0.0197923	0.0384125	0.0369554	0.0665901	0.0261067	0.355205	0.0418341	0.0161856	0.0669149	0.125712	0.0136452	0.034911	0.0651056	0.0334648	0.0138406	0.0421644	0.0104617	0.0899326	0.0283498	0.4807328	1.519267	0.661609	0.817536	0.939083	1.06487	1.22319	1.51147	0.2986854	3.160315	0.0146314	0.0247908	0.0377079	0.0463849	0.0217091	0.000324716	0.0459138	0.0510283	0.0188993	0.0150327	0.0127234	0.0246933	0.0237566	0.0428071	0.0167826	0.228342	0.0268928	0.0104049	0.043016	0.0808136	0.00877175	0.0224424	0.0418528	0.0215127	0.00889737	0.0271052	0.00672524	0.0578128	0.0182245	0.759634	0.240366	1.555584
3564	-90.40748	-120.7714	30.36393	0.0220266	0.0152953	0.00962863	0.00883035	0.0390186	0.000108389	0.0413026	0.0695751	0.000552391	0.00620526	0.00670147	0.0023075	0.0776844	0.0639923	0.022514	0.1928	0.00329673	0.0512733	0.0246161	0.153605	0.0471976	0.0836329	0.0646814	0.0449957	0.00982013	0.10488	0.0111753	0.0780655	0.000771952	0.3196021	1.680398	0.97705	0.988741	0.996474	1.00354	1.01139	1.02349	0.01678757	5.257781	0.0175293	0.0121724	0.00766272	0.00702743	0.0310521	8.62591e-05	0.0328697	0.0553698	0.000439608	0.00493831	0.00533321	0.00183637	0.0618233	0.0509268	0.0179172	0.153435	0.00262363	0.0408047	0.0195902	0.122243	0.0375611	0.0665573	0.0514752	0.0358088	0.00781512	0.0834664	0.00889361	0.0621266	0.00061434	0.840199	0.159801	1.256555
3600	-95.41606	-124.595	29.17895	0.087572	0.00696017	0.0302969	0.0249697	0.0747318	0.00623132	0.0505723	0.0893656	0.0151433	0.02467	0.0189882	0.00302518	0.201149	0.0255817	0.130392	0.217496	0.00573364	0.0559788	0.00546956	0.0740346	0.266518	0.107323	0.0709265	0.00802005	0.023944	0.0092245	0.00332536	0.216878	0.00696751	0.4040604	1.59594	0.340296	0.591134	0.848731	1.17823	1.69166	2.93861	0.7794235	3.949756	0.047044	0.00373903	0.0162756	0.0134138	0.0401462	0.00334749	0.0271676	0.0480076	0.00813505	0.0132529	0.0102005	0.00162514	0.108058	0.0137426	0.0700471	0.11684	0.00308014	0.030072	0.00293827	0.0397717	0.143175	0.0576544	0.038102	0.0043084	0.0128628	0.00495544	0.0017864	0.116508	0.00374297	0.79797	0.20203	1.861489
3636	-102.9591	-134.3329	31.37381	0.0101319	0.00401895	0.00774352	0.00412534	0.0320338	0.00811368	0.0341023	0.0239116	0.0453965	0.0473074	0.0369938	0.0112205	0.043267	0.0191501	0.0128064	0.0669256	0.0158289	0.0453869	0.0822197	0.0357878	0.0105613	0.00470431	0.00846059	0.0418692	0.0122075	0.046569	0.0233266	0.0103718	0.0103403	0.8070808	1.192919	0.219973	0.477829	0.794216	1.2591	2.0928	4.546	1.094906	1.478067	0.0134218	0.00532395	0.0102579	0.00546488	0.0424355	0.0107483	0.0451757	0.031676	0.0601371	0.0626686	0.049006	0.0148639	0.0573162	0.0253683	0.0169647	0.088657	0.0209687	0.0601245	0.108917	0.0474084	0.0139907	0.00623185	0.0112078	0.0554645	0.0161714	0.0616904	0.030901	0.0137396	0.0136979	0.59646	0.40354	0.7548822
