Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
5544	-92.00171	-121.8098	29.80808	0.011435	0.00152573	0.0110779	0.00389703	0.0266382	0.000791694	0.0465143	0.0368451	0.0225742	0.0123177	0.0122658	0.0205608	0.0191946	0.00914158	0.0357534	0.0478772	0.0184076	0.00136155	0.078263	0.00243156	0.0641565	0.0262452	0.00949661	0.0135235	0.0139152	0.0190299	0.0597321	0.0571599	0.0240706	0.1997336	1.800266	0.662095	0.817829	0.939188	1.06475	1.22275	1.51036	0.2981543	9.013338	0.0161922	0.00216047	0.0156865	0.00551829	0.0377203	0.00112106	0.0658653	0.0521735	0.0319656	0.0174421	0.0173686	0.0291146	0.02718	0.0129447	0.0506276	0.0677952	0.0260656	0.00192799	0.110822	0.00344314	0.0908471	0.0371638	0.0134474	0.0191496	0.0197042	0.0269468	0.084582	0.0809397	0.0340846	0.900133	0.0998668	0.7062035
5580	-97.69261	-129.6147	31.92213	0.0141221	0.0618334	0.0190769	0.0124062	0.0277801	0.0169112	0.0130412	0.0623318	0.0105532	0.072335	0.0100648	0.0460901	0.0647737	0.00406308	0.043496	0.0543681	0.0549029	0.0123894	0.0314306	0.0176436	0.0919508	0.042913	0.061948	0.0473162	0.0325793	0.0400509	0.0198648	0.0737075	0.0217438	0.8305429	1.169457	0.655263	0.813702	0.937706	1.06643	1.22895	1.5261	0.3056544	1.408063	0.0130556	0.0571638	0.0176363	0.0114693	0.0256821	0.0156341	0.0120563	0.0576246	0.00975624	0.0668723	0.00930469	0.0426094	0.0598821	0.00375624	0.0402112	0.0502623	0.0507567	0.0114538	0.029057	0.0163111	0.0850068	0.0396723	0.0572698	0.0437429	0.030119	0.0370263	0.0183647	0.0681412	0.0201017	0.584729	0.415271	1.081688
5616	-93.24887	-123.9222	30.67336	0.00987252	0.0278687	0.0103071	0.0167103	0.0105753	0.0184669	0.0166492	0.109828	0.0165826	0.00891294	0.0291488	0.0337804	0.0199642	0.0267795	0.0307018	0.156311	0.0249682	0.00749804	0.00709099	0.00287431	0.0658425	0.044366	0.0883833	0.0343736	0.0073677	0.0032637	0.0496023	0.021524	0.00615719	0.3733078	1.626692	0.622359	0.793512	0.930385	1.07482	1.26022	1.60679	0.3429065	4.35751	0.0108996	0.0307679	0.0113793	0.0184487	0.0116755	0.0203881	0.0183812	0.121253	0.0183077	0.00984017	0.0321812	0.0372946	0.0220411	0.0295654	0.0338958	0.172572	0.0275657	0.00827808	0.00782868	0.00317333	0.0726922	0.0489815	0.097578	0.0379496	0.00813418	0.00360323	0.0547626	0.0237632	0.00679773	0.813346	0.186654	0.9057707
5652	-97.67135	-129.1775	31.5061	0.00703362	0.0141438	0.0513485	0.0187594	0.00941297	0.0743019	0.15456	0.0556707	0.0336424	0.0668073	0.0279103	0.111531	0.00596463	0.0181229	0.0624948	0.165154	0.0336862	0.0226371	0.0290371	0.00927215	0.000611549	0.0442876	0.0484876	0.0398465	0.122044	0.0921759	0.0931346	0.0740634	0.0364169	0.8822078	1.117792	0.665013	0.819585	0.939816	1.06404	1.22013	1.50373	0.2949751	1.267039	0.00461961	0.00928949	0.0337251	0.0123209	0.00618234	0.0488006	0.101513	0.0365639	0.0220959	0.0438783	0.0183312	0.0732526	0.0039175	0.0119029	0.0410459	0.108471	0.0221247	0.0148678	0.0190712	0.00608985	0.000401658	0.0290876	0.0318461	0.0261707	0.0801573	0.0605401	0.0611698	0.048644	0.0239182	0.558896	0.441104	1.522559
5688	-93.36326	-122.1905	28.82724	0.000694976	0.00165195	0.0035832	0.000634151	0.0172379	0.00373232	0.0909908	0.017604	0.00288344	0.0370223	0.0311671	0.00722912	0.0170948	0.0106319	0.0608144	0.199495	0.00418179	0.0486417	0.0513452	0.00112225	0.0112596	0.00615804	0.0256554	0.0141791	0.0412895	0.015872	0.0214835	0.0186249	0.0115903	0.1821485	1.817851	0.225805	0.483965	0.797384	1.2541	2.06626	4.4286	1.075988	9.980049	0.000898052	0.00213466	0.00463023	0.000819454	0.0222749	0.00482293	0.117579	0.0227481	0.003726	0.0478405	0.0402743	0.00934151	0.02209	0.0137386	0.0785848	0.257788	0.00540373	0.0628551	0.0663485	0.00145018	0.0145498	0.00795746	0.0331521	0.0183223	0.0533545	0.0205099	0.0277612	0.0240672	0.0149771	0.908926	0.0910743	0.7738702
5724	-88.32227	-117.8151	29.49279	0.0196336	0.00422848	0.00183296	0.00814813	0.0107719	0.0123074	0.0328438	0.0321551	0.0209566	0.0332019	0.0428618	0.00248474	0.0341675	0.0365419	0.0212479	0.123696	0.0149081	0.0180426	0.0145045	0.0007465	0.0367412	0.0413332	0.0153869	0.00756212	0.00727565	0.00528581	0.0109354	0.0107442	0.00517637	0.1478212	1.852179	0.836177	0.916441	0.973144	1.0276	1.09118	1.19592	0.1293682	12.52986	0.0313776	0.00675777	0.00292935	0.013022	0.0172152	0.0196691	0.0524894	0.0513888	0.0334918	0.0530618	0.0684998	0.00397099	0.0546049	0.0583996	0.0339574	0.197685	0.0238254	0.0288349	0.0231804	0.00119302	0.0587182	0.0660568	0.0245906	0.0120854	0.0116276	0.00844754	0.0174765	0.0171709	0.00827263	0.926089	0.0739106	0.625722
5760	-101.7077	-131.8882	30.18049	0.0121941	0.00553931	0.00653335	4.25026e-05	0.00324091	0.019647	0.0144194	0.0116048	0.00138102	0.00229226	0.015932	0.0100796	0.0167891	0.0188185	0.0215378	0.0398438	0.0264632	0.00243661	0.0263823	0.00164905	0.00946624	0.00738775	0.00719276	0.000116807	0.00557049	0.00606179	0.0126342	0.00439156	0.0081746	0.4648811	1.535119	0.158009	0.406626	0.755224	1.32411	2.45926	6.32876	1.334138	3.302176	0.0383676	0.0174289	0.0205566	0.000133731	0.0101972	0.0618175	0.0453693	0.0365134	0.00434526	0.00721237	0.0501287	0.0317145	0.0528254	0.0592106	0.0677665	0.125365	0.083264	0.00766657	0.0830095	0.00518859	0.0297846	0.0232449	0.0226314	0.000367523	0.017527	0.0190729	0.0397523	0.0138176	0.0257206	0.767559	0.232441	0.3178229
5796	-90.49974	-121.248	30.74825	0.0219102	0.00781561	0.0192087	0.00482908	0.00752115	0.0885887	0.0576172	0.06795	0.0585362	0.102632	0.0870779	0.0154488	0.169128	0.0638004	0.042563	0.107142	0.0370081	0.0445775	0.0484506	3.46059e-05	0.100682	0.0783396	0.182841	0.0451446	0.0318762	0.0153032	0.0267777	0.0351573	0.0445626	0.5753272	1.424673	0.796572	0.895008	0.965986	1.03521	1.11731	1.25538	0.1644536	2.476283	0.0135875	0.00484682	0.0119122	0.00299474	0.00466421	0.0549379	0.0357311	0.0421389	0.036301	0.0636471	0.054001	0.00958049	0.104884	0.0395655	0.0263952	0.0664437	0.0229504	0.0276445	0.0300464	2.14607e-05	0.0624373	0.048582	0.113388	0.0279962	0.0197679	0.00949023	0.0166061	0.0218026	0.0276353	0.712336	0.287664	1.612524
5832	-88.84519	-118.9357	30.09054	0.0138709	0.0111185	0.00481041	0.00129772	0.000235787	0.0585286	0.0188103	0.0328566	0.00101309	0.00984861	0.0535586	0.0276522	0.00983215	0.010081	0.0406049	0.174532	0.000840971	0.0649543	0.0275251	0.0243837	0.0401297	0.00127695	0.08194	0.0193214	0.00245698	0.0601774	0.0364681	0.0341123	0.0130448	0.2696112	1.730389	0.571922	0.761469	0.918497	1.08874	1.31325	1.74849	0.4040173	6.418089	0.0158473	0.0127027	0.00549583	0.00148263	0.000269384	0.0668682	0.0214905	0.0375383	0.00115744	0.0112519	0.06119	0.0315923	0.0112331	0.0115174	0.0463905	0.199401	0.000960798	0.0742094	0.031447	0.027858	0.0458477	0.0014589	0.0936154	0.0220745	0.00280707	0.0687519	0.0416644	0.0389729	0.0149035	0.865194	0.134806	0.8752834
5868	-89.26025	-118.7624	29.50215	0.027694	0.0070596	0.00851648	0.0147446	0.0248216	0.0243839	0.0285914	0.0993428	0.00638001	0.0134256	0.0684906	0.00769982	0.0452823	0.0243222	0.101122	0.224484	0.0263585	0.033757	0.00415405	0.01851	0.0251199	0.0149799	0.0416889	0.00287677	0.0440309	0.00331099	0.0506725	0.0418306	0.000755687	0.1742132	1.825787	0.879482	0.939289	0.98065	1.01973	1.06463	1.13703	0.09285822	10.48018	0.0267728	0.00682478	0.0082332	0.0142542	0.023996	0.0235728	0.0276404	0.0960384	0.00616779	0.012979	0.0662124	0.00744371	0.0437761	0.0235132	0.0977582	0.217017	0.0254818	0.0326342	0.00401587	0.0178943	0.0242844	0.0144816	0.0403023	0.00278108	0.0425664	0.00320086	0.048987	0.0404392	0.000730551	0.912893	0.0871066	1.034407
5904	-89.78429	-120.3461	30.56178	0.00691615	0.000793815	0.00878593	0.0322373	0.00681423	0.0354529	0.0340668	0.17995	0.00861027	0.0792865	0.013779	0.0627209	0.0552639	0.0576018	0.136672	0.239263	0.00420051	0.0388804	0.00224496	0.0169963	0.00836892	0.0105892	0.0324833	0.00445483	0.0323482	0.084426	0.0346241	0.0338179	0.0110613	0.4364758	1.563524	0.638883	0.803718	0.934101	1.07055	1.24422	1.56523	0.3239592	3.582156	0.00543419	0.00062372	0.00690333	0.0253297	0.00535411	0.0278562	0.0267671	0.141391	0.0067653	0.0622974	0.0108265	0.0492813	0.0434222	0.0452592	0.107387	0.187995	0.00330044	0.0305493	0.00176392	0.0133544	0.00657566	0.00832019	0.025523	0.00350027	0.0254168	0.0663356	0.027205	0.0265715	0.00869111	0.781762	0.218238	1.27271
5940	-92.18482	-123.9879	31.80306	0.00714844	0.00772606	0.0102268	0.00541633	0.028817	0.01018	0.0537985	0.0191598	0.00789274	0.0321811	0.066954	0.000868723	0.0181484	0.0192945	0.0117043	0.054082	0.00646956	0.0698862	0.00718162	0.0228381	0.00791133	0.0173158	0.0180781	0.00304967	0.0134466	0.0169242	0.016204	0.00308674	0.0023328	0.5314101	1.46859	0.971002	0.985751	0.995533	1.00449	1.01445	1.02986	0.02127756	2.763571	0.0128034	0.013838	0.018317	0.00970106	0.0516135	0.0182331	0.0963572	0.0343167	0.0141365	0.0576388	0.11992	0.00155595	0.0325051	0.0345579	0.0209632	0.096865	0.0115875	0.125172	0.0128628	0.0409049	0.0141698	0.031014	0.0323793	0.00546219	0.0240838	0.0303126	0.0290226	0.00552859	0.00417822	0.734295	0.265705	0.5583233
5976	-92.58228	-123.2283	30.64601	0.00463436	0.000754637	0.00470087	0.00739764	0.0100728	0.0100038	0.0360417	0.0540995	0.0141412	0.0424329	0.0523982	0.0210084	0.0231889	0.00913855	0.0106011	0.0490875	0.00291339	0.011356	0.0240934	0.00615601	0.0507313	0.00619251	0.0162212	0.0134093	0.00151699	0.00879681	0.0179486	0.00368441	0.00670943	0.4098187	1.590181	0.357429	0.605466	0.855098	1.16946	1.65162	2.79775	0.7439057	3.880207	0.00892198	0.00145281	0.00905004	0.0142418	0.019392	0.0192592	0.0693869	0.104151	0.0272244	0.0816911	0.100876	0.0404451	0.0446429	0.0175934	0.0204091	0.0945023	0.00560881	0.0218623	0.0463841	0.0118514	0.0976669	0.0119217	0.0312287	0.0258153	0.00292048	0.0169355	0.0345544	0.00709316	0.0129169	0.795091	0.204909	0.5194314
6012	-92.23828	-124.2876	32.04931	0.0015429	0.030272	0.014114	0.00762031	0.00171677	0.0205461	0.078943	0.066086	0.0130869	0.0320828	0.0175226	0.0246253	0.0219169	0.0989578	0.0818705	0.051605	0.0408205	0.0141938	0.039204	0.00745034	0.0195633	0.0659709	0.00440456	0.121639	0.00196305	0.0211565	0.000668536	0.0703832	0.0122655	0.7120228	1.287977	0.998343	0.999191	0.999748	1.00025	1.00081	1.00166	0.001199262	1.808899	0.00157087	0.0308209	0.0143699	0.00775847	0.0017479	0.0209186	0.0803743	0.0672842	0.0133242	0.0326645	0.0178403	0.0250717	0.0223143	0.100752	0.0833549	0.0525407	0.0415606	0.0144512	0.0399148	0.00758543	0.019918	0.067167	0.00448442	0.123844	0.00199864	0.0215401	0.000680658	0.0716593	0.0124879	0.643989	0.356011	0.982192
6048	-87.15888	-116.7518	29.59287	0.024089	0.0072122	0.017538	0.00937678	0.00642239	0.00183776	0.0129281	0.0276897	0.00548779	0.0340751	0.0596843	0.020434	0.107982	0.0240111	0.0667269	0.0955735	0.0113582	0.0429947	0.00192286	0.00831239	0.0136069	0.119273	0.000807275	0.0281927	0.00620133	0.0128608	0.00316033	0.000924177	0.00220994	0.1649841	1.835016	0.825257	0.910585	0.9712	1.02965	1.0982	1.21174	0.1388728	11.12238	0.0311673	0.00933143	0.0226913	0.012132	0.00830954	0.00237777	0.0167268	0.035826	0.00710032	0.0440877	0.0772219	0.0264383	0.139712	0.0310665	0.0863339	0.123657	0.0146957	0.0556283	0.00248787	0.0107549	0.0176052	0.15432	0.00104448	0.0364768	0.00802352	0.0166398	0.00408896	0.00119574	0.0028593	0.917508	0.0824921	0.7728935
6084	-90.08066	-120.2979	30.21726	0.0073	0.000624934	0.0286122	0.00110923	0.0181534	0.0606682	0.0645854	0.0362408	0.0557689	0.212121	0.0502893	0.0125498	0.00202461	0.0403963	0.111074	0.203408	0.00752793	0.120323	0.0325526	0.0113663	0.0709218	0.0258899	0.040874	0.0704523	0.0347933	0.0330873	0.00384754	0.00563234	0.00415216	0.3322269	1.667773	0.879482	0.939289	0.98065	1.01973	1.06463	1.13703	0.09285836	5.019983	0.00534271	0.000457376	0.0209407	0.000811825	0.0132861	0.0444017	0.0472687	0.0265239	0.0408161	0.155247	0.0368057	0.00918492	0.00148177	0.0295652	0.0812924	0.14887	0.00550953	0.088062	0.0238246	0.00831875	0.0519062	0.0189482	0.0299148	0.0515625	0.0254645	0.0242159	0.00281593	0.00412219	0.00303888	0.833887	0.166113	1.366346
6120	-83.82056	-114.3171	30.49658	0.00779267	0.000771213	0.00058997	0.0100552	0.019709	0.00780418	0.0340249	0.0486805	0.0182307	0.0357632	0.0162468	0.00533165	0.00155372	0.0151837	0.0212093	0.100176	0.0107369	0.0267386	0.0149892	0.0220231	0.00727615	0.00823573	0.0153496	0.0170954	0.0625751	0.00115822	0.0116089	0.00346121	0.0271781	0.3402597	1.65974	0.453488	0.679996	0.886635	1.12786	1.4706	2.20513	0.5717923	4.877864	0.0136343	0.00134934	0.00103223	0.0175929	0.0344835	0.0136544	0.059531	0.085173	0.031897	0.0625724	0.028426	0.00932843	0.00271844	0.0265658	0.0371084	0.175271	0.0187856	0.0467827	0.0262256	0.0385322	0.0127306	0.0144095	0.0268562	0.0299106	0.109483	0.00202646	0.0203113	0.00605585	0.0475517	0.82987	0.17013	0.5715489
6156	-99.03287	-126.0501	27.01727	0.00104805	0.00231273	0.00496167	0.00186729	0.00311844	0.00684771	0.00998977	0.0309916	0.00100477	0.00437394	0.0101217	0.00207978	0.0181096	0.00252734	0.0139715	0.0501151	0.00130952	0.00356604	0.00870374	0.0162914	0.00666304	0.00250044	0.00279388	0.00356654	0.0122534	0.00590874	0.0226944	0.0103909	0.00330285	0.09627241	1.903728	0.0961114	0.319078	0.700205	1.42815	3.13403	10.4046	1.693606	19.77438	0.00397916	0.00878077	0.018838	0.00708955	0.0118398	0.0259988	0.0379283	0.117666	0.00381484	0.0166066	0.0384292	0.00789631	0.0687569	0.00959558	0.0530458	0.190273	0.00497188	0.0135392	0.0330456	0.0618536	0.0252976	0.00949343	0.0106076	0.0135411	0.0465225	0.0224338	0.086164	0.0394514	0.0125399	0.951864	0.0481362	0.2633859
6192	-90.28567	-121.7132	31.42756	0.0454835	0.00961643	0.00355011	0.0129822	0.00733743	0.0403316	0.0471554	0.0493255	0.00769105	0.0300863	0.0319412	0.025269	0.0108594	0.107698	0.039384	0.0875296	0.092391	0.0730322	0.0396597	0.0782317	0.0577118	0.146642	0.000183097	0.0403352	0.0286004	0.0368336	0.00299928	0.0200744	0.0368875	0.7642104	1.23579	0.498573	0.712167	0.899514	1.11171	1.40417	2.00572	0.5032597	1.61708	0.0375952	0.00794863	0.00293441	0.0107307	0.00606488	0.0333368	0.0389771	0.0407708	0.00635717	0.0248683	0.0264016	0.0208866	0.00897605	0.0890197	0.0325535	0.0723491	0.0763674	0.0603661	0.0327814	0.0646638	0.0477027	0.12121	0.000151342	0.0333397	0.0236402	0.0304455	0.0024791	0.0165928	0.03049	0.617895	0.382105	1.209822
6228	-92.37111	-123.1533	30.78221	0.0105573	0.0334377	0.0293297	0.0418005	0.0896425	0.0139174	0.124118	0.0449784	0.0302645	0.0138332	0.0648731	0.0334101	0.0240849	0.0601558	0.146826	0.117144	0.114231	0.161418	0.00691012	0.149645	0.0100258	0.142744	0.000383163	0.0234557	0.0399578	0.0799733	0.0824061	0.102937	0.00851939	0.7663306	1.233669	0.600151	0.779573	0.925255	1.08078	1.28275	1.66625	0.3691803	1.60984	0.00586196	0.0185664	0.0162854	0.0232099	0.0497743	0.00772768	0.0689172	0.0249744	0.0168045	0.00768096	0.036021	0.0185511	0.0133732	0.0334017	0.0815256	0.0650444	0.0634272	0.0896279	0.00383687	0.083091	0.00556684	0.0792589	0.000212752	0.0130239	0.0221867	0.0444055	0.0457563	0.0571561	0.00473042	0.616835	0.383165	1.800979
6264	-101.191	-131.7801	30.58912	0.0114051	0.00161134	0.0144626	0.0528767	0.0114676	0.0349763	0.0531493	0.0265258	0.00783631	0.0193222	0.0350615	0.0102859	0.00335722	0.0451721	0.018411	0.139907	0.0382239	0.0241903	0.0107047	0.0580887	0.0246072	0.0633975	0.0379695	0.00530858	0.0186933	0.0119031	0.0404346	0.0878638	0.0102106	0.319765	1.680235	0.805767	0.900032	0.967675	1.03341	1.11107	1.24105	0.1561548	5.254592	0.0124316	0.00175638	0.0157643	0.0576361	0.0124998	0.0381245	0.0579332	0.0289133	0.00854164	0.0210614	0.0382174	0.0112117	0.0036594	0.049238	0.0200681	0.1525	0.0416644	0.0263676	0.0116682	0.0633172	0.026822	0.0691038	0.0413871	0.0057864	0.0203759	0.0129745	0.0440741	0.0957723	0.0111297	0.840117	0.159883	0.9174236
6300	-91.46687	-122.0614	30.59453	0.0326008	0.00819893	0.00744204	0.0155436	0.00466927	0.0339025	0.0104232	0.033045	0.0361121	0.0320329	0.024327	0.000354207	0.00899307	0.0124846	0.0312711	0.0609103	0.0192739	0.0082491	0.0011045	0.0113088	0.0193893	0.0624891	0.00442462	0.00618868	0.0138333	0.022693	0.00533062	0.022192	0.0107758	0.4468841	1.553116	0.274215	0.532054	0.821303	1.21758	1.87951	3.64677	0.9355367	3.475433	0.0582612	0.0146524	0.0132997	0.0277782	0.00834449	0.0605874	0.0186274	0.059055	0.0645361	0.0572462	0.0434749	0.000633006	0.0160716	0.0223114	0.0558848	0.108853	0.0344446	0.014742	0.00197386	0.02021	0.0346507	0.111675	0.00790727	0.0110598	0.0247216	0.0405548	0.0095264	0.0396595	0.0192574	0.776558	0.223442	0.5595632
6336	-94.41959	-125.565	31.14537	0.00593444	0.0013254	0.000255111	0.0332233	0.0439922	0.002266	0.0948158	0.0252514	0.0572461	0.0547615	0.0440116	0.000531408	0.0432187	0.0220193	0.0457276	0.0971265	0.0601368	0.0399605	0.00420778	0.00417839	0.0778407	0.00913394	0.00289752	0.0494556	0.0353193	0.0281535	0.000484435	0.145201	0.059703	0.5338665	1.466134	0.665687	0.81999	0.939961	1.06387	1.21953	1.50221	0.2942428	2.746255	0.00545255	0.00121777	0.000234395	0.0305255	0.0404199	0.002082	0.0871165	0.0232009	0.0525976	0.0503147	0.0404377	0.000488257	0.0397092	0.0202313	0.0420144	0.0892396	0.0552535	0.0367156	0.0038661	0.0038391	0.0715198	0.00839224	0.00266223	0.0454397	0.0324512	0.0258673	0.000445098	0.133411	0.0548549	0.733067	0.266933	1.088379
6372	-89.73667	-120.1274	30.39076	0.000327038	0.0103711	0.0018302	0.00783954	0.00337576	0.0196206	0.0286517	0.00106942	0.0158664	0.0202119	0.0550715	0.00671419	0.00374528	0.05698	0.0494215	0.0711625	0.0096851	0.0128459	0.0313338	0.0172485	0.0404495	0.0626855	0.00122636	0.00254328	0.0603629	0.0192069	0.000415197	0.0677355	0.0206264	0.2545708	1.745429	0.830402	0.913349	0.972119	1.02868	1.09487	1.20424	0.1343793	6.85636	0.000468117	0.0148451	0.00261973	0.0112214	0.00483201	0.0280846	0.0410117	0.00153075	0.0227109	0.0289311	0.0788286	0.0096106	0.00536094	0.0815604	0.0707413	0.101861	0.0138631	0.0183874	0.0448508	0.0246892	0.0578988	0.0897271	0.0017554	0.00364042	0.0864026	0.0274925	0.000594307	0.0969557	0.0295244	0.872715	0.127285	0.6986234
6408	-88.21336	-118.3107	30.09738	0.0373269	0.00469398	0.002811	0.00277573	0.0292702	0.0178147	0.054975	0.109354	0.00885111	0.0225455	0.0453788	0.0395186	0.0628728	0.0362563	0.0458515	0.14353	0.0107129	0.024074	0.0120798	0.000853124	0.0647136	0.0557317	0.0224344	0.00626987	0.00978712	0.016477	0.011221	0.0644019	0.00378425	0.2965559	1.703444	0.518458	0.725881	0.904883	1.10512	1.37764	1.9288	0.4749809	5.744091	0.038626	0.00485735	0.00290883	0.00287234	0.030289	0.0184347	0.0568884	0.11316	0.00915916	0.0233302	0.0469582	0.040894	0.065061	0.0375181	0.0474473	0.148525	0.0110858	0.0249118	0.0125002	0.000882816	0.0669659	0.0576714	0.0232152	0.00648808	0.0101278	0.0170505	0.0116115	0.0666434	0.00391595	0.851722	0.148278	0.9663665
6444	-88.50291	-119.3646	30.86169	0.00405209	0.0095125	0.00201365	0.0130163	0.0271529	0.00139147	0.0486013	0.0340087	0.0108227	0.0464352	0.205253	0.0195815	0.0815814	0.0242561	0.0422823	0.254888	0.0106283	0.0146442	0.0201851	0.0153043	0.0257333	0.0748509	0.0264171	0.0281512	0.00658973	0.00499979	0.0210887	0.0173368	0.0412467	0.4669472	1.533053	0.658308	0.815544	0.938368	1.06568	1.22618	1.51905	0.3023023	3.283139	0.0035795	0.00840308	0.0017788	0.0114983	0.0239861	0.00122918	0.0429331	0.0300423	0.00956045	0.0410196	0.181315	0.0172978	0.0720668	0.0214272	0.037351	0.225161	0.00938877	0.0129363	0.017831	0.0135194	0.0227321	0.0661212	0.0233362	0.024868	0.00582118	0.00441667	0.0186292	0.0153148	0.0364362	0.766526	0.233474	1.132025
6480	-89.84181	-119.8186	29.97678	0.0132774	0.020307	0.00134573	0.00232696	0.0159068	0.00910109	0.0694703	0.131511	0.0371521	0.0194478	0.0384207	0.0485873	0.0653967	0.0177335	0.100716	0.365686	0.0241719	0.0621715	0.0829276	0.0420826	0.00818772	0.0297113	0.0466187	0.0115073	0.0598277	0.117432	0.0136144	0.044982	0.0246174	0.3610884	1.638912	0.691204	0.835171	0.945356	1.0578	1.19736	1.44675	0.2670441	4.53881	0.00871086	0.0133227	0.000882889	0.00152664	0.0104359	0.00597091	0.0455771	0.0862796	0.0243742	0.012759	0.0252065	0.0318765	0.0429045	0.0116343	0.0660762	0.239914	0.0158584	0.0407886	0.0544059	0.027609	0.00537168	0.0194925	0.0305849	0.00754956	0.0392509	0.0770429	0.00893192	0.0295112	0.0161506	0.819456	0.180544	1.524238
6516	-97.13454	-128.1874	31.05289	0.00770683	0.0316472	0.0129603	0.0127278	0.0438845	0.0530405	0.0235252	0.123055	0.025012	0.0338858	0.0156702	0.00380228	0.0366472	0.0643641	0.105471	0.0641308	0.010969	0.0109551	0.0115177	0.110902	0.108043	0.0239427	0.014039	0.0245739	0.100382	0.00634053	0.0401066	0.00479343	0.0475847	0.6989486	1.301051	0.348563	0.598094	0.851836	1.17393	1.67198	2.86892	0.7620684	1.861441	0.00657759	0.0270101	0.0110613	0.0108628	0.0374543	0.0452687	0.0200782	0.105025	0.0213471	0.0289207	0.0133742	0.00324515	0.0312775	0.0549332	0.0900165	0.054734	0.00936176	0.0093499	0.00983011	0.0946523	0.0922118	0.0204345	0.0119819	0.0209732	0.0856736	0.00541149	0.03423	0.00409107	0.0406123	0.650526	0.349474	1.171681
6552	-93.40176	-125.5324	32.13063	0.00441181	0.0032147	0.00109767	0.00730941	0.0743125	0.00137131	0.00699278	0.08123	0.0705837	0.0674786	0.0163346	0.0193063	0.00862204	0.0610183	0.04567	0.0690773	0.00962904	0.081608	0.100878	0.050463	0.0874576	0.0368907	0.0474532	0.0147269	0.0232524	0.0612977	0.0289407	0.133702	0.0787729	1.167749	0.8322506	0.47778	0.697523	0.893703	1.11894	1.43364	2.09301	0.5340619	0.7126963	0.0034118	0.00248603	0.000848864	0.00565261	0.0574684	0.00106048	0.00540775	0.0628179	0.0545848	0.0521834	0.0126321	0.0149302	0.00666772	0.0471875	0.0353181	0.0534198	0.00744646	0.0631102	0.0780121	0.0390247	0.0676339	0.0285288	0.0366972	0.0113888	0.0179819	0.0474036	0.0223808	0.103397	0.0609177	0.416125	0.583875	1.293103
6588	-91.94108	-122.2769	30.33585	0.0146009	0.000800652	0.00222735	0.0255215	0.0301769	0.000900568	0.0475934	0.0199235	0.00332355	0.0584188	0.00304067	0.0138458	0.033057	0.0499429	0.12285	0.107079	0.054551	0.039977	0.0380138	0.0716517	0.0132861	0.017833	0.0170755	0.0386449	0.0103014	0.00378594	0.00871095	0.107617	0.00605522	0.3670365	1.632964	0.435629	0.666801	0.881232	1.13478	1.4997	2.29553	0.600844	4.44905	0.0151965	0.000833314	0.00231821	0.0265626	0.0314079	0.000937305	0.0495349	0.0207362	0.00345913	0.060802	0.00316471	0.0144106	0.0344055	0.0519802	0.127861	0.111447	0.0567763	0.0416078	0.0395645	0.0745746	0.0138281	0.0185605	0.0177721	0.0402213	0.0107216	0.00394038	0.0090663	0.112007	0.00630223	0.816482	0.183518	0.9608053
6624	-93.76995	-123.8247	30.05471	0.0161821	0.00552749	0.00817497	0.0255313	0.00576713	0.00682139	0.0326633	0.0370644	0.0103145	0.0124123	0.142002	0.045012	0.0170072	0.0418233	0.0398897	0.0778052	0.059593	0.0241476	0.00418314	0.025281	0.0216777	0.0202448	0.0332077	0.0187619	0.034348	0.022891	0.0443285	0.048087	0.014748	0.3095066	1.690493	0.404025	0.642753	0.871191	1.14785	1.55581	2.4751	0.655302	5.461898	0.0180705	0.00617253	0.00912897	0.0285108	0.00644014	0.00761742	0.0364751	0.0413897	0.0115182	0.0138608	0.158573	0.0502648	0.0189919	0.0467039	0.0445448	0.0868848	0.0665474	0.0269655	0.0046713	0.0282312	0.0242074	0.0226073	0.037083	0.0209513	0.0383563	0.0255623	0.0495015	0.0536986	0.016469	0.845247	0.154753	0.8954978
